Data_Collection_Start_Date,Data_Collection_End_Date,Data_Collection_Midpoint_date,Data_Collection_Midpoint_MMWR_Year,Data_Collection_Midpoint_MMWR_Week,Data_Collection_Midpoint_MMWR_Day,Data_Collection_Midpoint_MMWRWeek_Display_Order,Month_Abbrev,Month_Sort_Order,Data_Source,Suppressed,Race_Ethnicity,Age_Group,Point_Estimate,CI_HalfWidth,CI_Lower,CI_Upper,Sample_Size
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,"White, Non-Hispanic",All Adults (18+),57.4,3.7,53.7,53.7,717
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,"White, Non-Hispanic",18-49,48.1,5.6,42.5,42.5,312
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,"White, Non-Hispanic",50-64,57.7,6.8,50.9,50.9,211
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,"White, Non-Hispanic",65+,73.1,6.3,66.8,66.8,194
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,"Black, Non-Hispanic",All Adults (18+),41.9,10,31.9,31.9,95
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,"Black, Non-Hispanic",18-49,31.1,13.1,18,18,49
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,true,"Black, Non-Hispanic",50-64,,,,,<30
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,true,"Black, Non-Hispanic",65+,,,,,<30
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,Hispanic,All Adults (18+),44.7,9.1,35.6,35.6,119
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,Hispanic,18-49,35,11.5,23.5,23.5,69
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,Hispanic,50-64,61.6,16.5,45.1,45.1,34
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,true,Hispanic,65+,,,,,<30
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,"Other, Non-Hispanic",All Adults (18+),64.3,11.9,52.4,52.4,80
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,"Other, Non-Hispanic",18-49,61,15.5,45.5,45.5,49
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,true,"Other, Non-Hispanic",50-64,,,,,<30
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,true,"Other, Non-Hispanic",65+,,,,,<30
