Data As Of,Start Date,End Date,MMWR Year,MMWR Week,Week Ending Date,Sex,Age Group,Total Deaths
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,All Sexes,55-59 years,3015
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,All Sexes,60-64 years,3986
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,All Sexes,65-69 years,4751
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,All Sexes,70-74 years,5332
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,All Sexes,75-79 years,5900
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,All Sexes,80-84 years,6445
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,All Sexes,85 years and over,15512
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,All Sexes,All Ages,51935
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,All Sexes,Unknown,4
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,0 years,172
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,1-4 years,33
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,10-14 years,23
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,15-19 years,48
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,20-24 years,77
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,25-29 years,147
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,30-34 years,191
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,35-39 years,274
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,40-44 years,291
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,45-49 years,479
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,5-9 years,23
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,50-54 years,703
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,55-59 years,1183
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,60-64 years,1582
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,65-69 years,1920
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,70-74 years,2351
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,75-79 years,2707
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,80-84 years,3200
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,85 years and over,9518
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,All Ages,24923
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,F,Unknown,1
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,0 years,210
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,1-4 years,46
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,10-14 years,42
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,15-19 years,146
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,20-24 years,329
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,25-29 years,383
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,30-34 years,419
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,35-39 years,484
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,40-44 years,537
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,45-49 years,767
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,5-9 years,35
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,50-54 years,1131
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,55-59 years,1832
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,60-64 years,2404
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,65-69 years,2831
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,70-74 years,2981
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,75-79 years,3193
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,80-84 years,3245
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,85 years and over,5994
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,All Ages,27012
03/21/2021,07/07/2019,07/13/2019,2019,28,07/13/2019,M,Unknown,3
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,0 years,414
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,1-4 years,73
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,10-14 years,66
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,15-19 years,203
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,20-24 years,377
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,25-29 years,509
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,30-34 years,605
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,35-39 years,746
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,40-44 years,865
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,45-49 years,1211
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,5-9 years,49
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,50-54 years,1864
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,55-59 years,2959
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,60-64 years,3963
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,65-69 years,4686
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,70-74 years,5482
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,75-79 years,5950
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,80-84 years,6289
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,85 years and over,15341
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,All Ages,51654
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,All Sexes,Unknown,2
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,0 years,184
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,1-4 years,26
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,10-14 years,23
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,15-19 years,57
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,20-24 years,81
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,25-29 years,141
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,30-34 years,200
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,35-39 years,263
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,40-44 years,289
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,45-49 years,439
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,5-9 years,25
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,50-54 years,727
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,55-59 years,1121
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,60-64 years,1502
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,65-69 years,1855
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,70-74 years,2386
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,75-79 years,2810
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,80-84 years,3160
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,85 years and over,9406
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,All Ages,24697
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,F,Unknown,2
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,0 years,230
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,1-4 years,47
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,10-14 years,43
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,15-19 years,146
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,20-24 years,296
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,25-29 years,368
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,30-34 years,405
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,35-39 years,483
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,40-44 years,576
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,45-49 years,772
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,5-9 years,24
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,50-54 years,1137
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,55-59 years,1838
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,60-64 years,2461
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,65-69 years,2831
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,70-74 years,3096
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,75-79 years,3140
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,80-84 years,3129
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,85 years and over,5935
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,All Ages,26957
03/21/2021,07/14/2019,07/20/2019,2019,29,07/20/2019,M,Unknown,0
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,0 years,417
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,1-4 years,68
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,10-14 years,71
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,15-19 years,190
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,20-24 years,428
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,25-29 years,555
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,30-34 years,667
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,35-39 years,724
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,40-44 years,877
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,45-49 years,1179
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,5-9 years,48
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,50-54 years,1859
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,55-59 years,2954
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,60-64 years,3923
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,65-69 years,4573
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,70-74 years,5451
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,75-79 years,5899
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,80-84 years,6398
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,85 years and over,15379
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,All Ages,51663
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,All Sexes,Unknown,3
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,0 years,186
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,1-4 years,26
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,10-14 years,30
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,15-19 years,56
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,20-24 years,128
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,25-29 years,154
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,30-34 years,198
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,35-39 years,238
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,40-44 years,317
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,45-49 years,429
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,5-9 years,25
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,50-54 years,703
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,55-59 years,1141
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,60-64 years,1479
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,65-69 years,1830
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,70-74 years,2368
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,75-79 years,2749
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,80-84 years,3191
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,85 years and over,9403
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,All Ages,24651
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,F,Unknown,0
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,0 years,231
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,1-4 years,42
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,10-14 years,41
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,15-19 years,134
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,20-24 years,300
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,25-29 years,401
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,30-34 years,469
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,35-39 years,486
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,40-44 years,560
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,45-49 years,750
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,5-9 years,23
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,50-54 years,1156
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,55-59 years,1813
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,60-64 years,2444
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,65-69 years,2743
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,70-74 years,3083
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,75-79 years,3150
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,80-84 years,3207
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,85 years and over,5976
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,All Ages,27012
03/21/2021,07/21/2019,07/27/2019,2019,30,07/27/2019,M,Unknown,3
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,0 years,381
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,1-4 years,78
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,10-14 years,58
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,15-19 years,224
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,20-24 years,353
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,25-29 years,534
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,30-34 years,639
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,35-39 years,714
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,40-44 years,854
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,45-49 years,1154
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,5-9 years,33
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,50-54 years,1738
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,55-59 years,2874
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,60-64 years,3993
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,65-69 years,4615
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,70-74 years,5455
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,75-79 years,5868
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,80-84 years,6425
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,85 years and over,15417
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,All Ages,51411
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,All Sexes,Unknown,4
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,0 years,172
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,1-4 years,32
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,10-14 years,21
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,15-19 years,63
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,20-24 years,89
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,25-29 years,160
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,30-34 years,195
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,35-39 years,253
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,40-44 years,299
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,45-49 years,440
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,5-9 years,11
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,50-54 years,675
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,55-59 years,1134
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,60-64 years,1532
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,65-69 years,1894
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,70-74 years,2301
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,75-79 years,2687
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,80-84 years,3187
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,85 years and over,9422
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,All Ages,24569
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,F,Unknown,2
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,0 years,209
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,1-4 years,46
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,10-14 years,37
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,15-19 years,161
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,20-24 years,264
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,25-29 years,374
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,30-34 years,444
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,35-39 years,461
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,40-44 years,555
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,45-49 years,714
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,5-9 years,22
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,50-54 years,1063
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,55-59 years,1740
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,60-64 years,2461
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,65-69 years,2721
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,70-74 years,3154
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,75-79 years,3181
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,80-84 years,3238
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,85 years and over,5995
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,All Ages,26842
03/21/2021,07/28/2019,08/03/2019,2019,31,08/03/2019,M,Unknown,2
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,0 years,408
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,1-4 years,64
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,10-14 years,60
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,15-19 years,182
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,20-24 years,391
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,25-29 years,599
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,30-34 years,655
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,35-39 years,764
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,40-44 years,862
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,45-49 years,1158
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,5-9 years,40
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,50-54 years,1749
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,55-59 years,2974
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,60-64 years,3972
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,65-69 years,4663
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,70-74 years,5378
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,75-79 years,5917
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,80-84 years,6377
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,85 years and over,15534
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,All Ages,51751
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,All Sexes,Unknown,4
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,0 years,176
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,1-4 years,40
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,10-14 years,24
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,15-19 years,58
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,20-24 years,122
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,25-29 years,161
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,30-34 years,225
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,35-39 years,268
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,40-44 years,349
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,45-49 years,429
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,5-9 years,18
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,50-54 years,674
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,55-59 years,1139
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,60-64 years,1565
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,65-69 years,1884
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,70-74 years,2347
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,75-79 years,2758
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,80-84 years,3195
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,85 years and over,9522
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,All Ages,24957
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,F,Unknown,3
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,0 years,232
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,1-4 years,24
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,10-14 years,36
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,15-19 years,124
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,20-24 years,269
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,25-29 years,438
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,30-34 years,430
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,35-39 years,496
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,40-44 years,513
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,45-49 years,729
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,5-9 years,22
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,50-54 years,1075
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,55-59 years,1835
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,60-64 years,2407
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,65-69 years,2779
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,70-74 years,3031
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,75-79 years,3159
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,80-84 years,3182
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,85 years and over,6012
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,All Ages,26794
03/21/2021,08/04/2019,08/10/2019,2019,32,08/10/2019,M,Unknown,1
03/21/2021,08/11/2019,08/17/2019,2019,33,08/17/2019,All Sexes,0 years,411
03/21/2021,08/11/2019,08/17/2019,2019,33,08/17/2019,All Sexes,1-4 years,84
03/21/2021,08/11/2019,08/17/2019,2019,33,08/17/2019,All Sexes,10-14 years,62
03/21/2021,08/11/2019,08/17/2019,2019,33,08/17/2019,All Sexes,15-19 years,177
03/21/2021,08/11/2019,08/17/2019,2019,33,08/17/2019,All Sexes,20-24 years,364
03/21/2021,08/11/2019,08/17/2019,2019,33,08/17/2019,All Sexes,25-29 years,478
03/21/2021,08/11/2019,08/17/2019,2019,33,08/17/2019,All Sexes,30-34 years,613
03/21/2021,08/11/2019,08/17/2019,2019,33,08/17/2019,All Sexes,35-39 years,819
03/21/2021,08/11/2019,08/17/2019,2019,33,08/17/2019,All Sexes,40-44 years,860
03/21/2021,08/11/2019,08/17/2019,2019,33,08/17/2019,All Sexes,45-49 years,1208
