Year,Quarter,Month,HHS_Region,Pathogen,Number_of_isolates,Past_two_years_average
2024,3,7,Region 9 - San Francisco,STEC,104,147.5
2024,3,8,Region 9 - San Francisco,STEC,89,119.5
2024,3,9,Region 9 - San Francisco,STEC,95,87
2024,4,10,Region 9 - San Francisco,STEC,127,110.5
2024,4,11,Region 9 - San Francisco,STEC,68,78.5
2024,4,12,Region 9 - San Francisco,STEC,18,66
2023,1,1,Region 9 - San Francisco,Salmonella,385,232.5
2023,1,2,Region 9 - San Francisco,Salmonella,334,224
2023,1,3,Region 9 - San Francisco,Salmonella,374,290
2023,2,4,Region 9 - San Francisco,Salmonella,384,348
2023,2,5,Region 9 - San Francisco,Salmonella,537,433.5
2023,2,6,Region 9 - San Francisco,Salmonella,640,549
2023,3,7,Region 9 - San Francisco,Salmonella,676,617
2023,3,8,Region 9 - San Francisco,Salmonella,1003,712.5
2023,3,9,Region 9 - San Francisco,Salmonella,852,693.5
2023,4,10,Region 9 - San Francisco,Salmonella,926,580.5
2023,4,11,Region 9 - San Francisco,Salmonella,730,448
2023,4,12,Region 9 - San Francisco,Salmonella,515,342
2024,1,1,Region 9 - San Francisco,Salmonella,492,313.5
2024,1,2,Region 9 - San Francisco,Salmonella,351,296
2024,1,3,Region 9 - San Francisco,Salmonella,401,344
2024,2,4,Region 9 - San Francisco,Salmonella,472,383
2024,2,5,Region 9 - San Francisco,Salmonella,654,503.5
2024,2,6,Region 9 - San Francisco,Salmonella,659,583
2024,3,7,Region 9 - San Francisco,Salmonella,947,664
2024,3,8,Region 9 - San Francisco,Salmonella,1011,885.5
2024,3,9,Region 9 - San Francisco,Salmonella,922,834.5
2024,4,10,Region 9 - San Francisco,Salmonella,661,805
2024,4,11,Region 9 - San Francisco,Salmonella,415,586.5
2024,4,12,Region 9 - San Francisco,Salmonella,123,431.5
2023,1,1,Region 9 - San Francisco,Shigella,116,94
2023,1,2,Region 9 - San Francisco,Shigella,83,94.5
2023,1,3,Region 9 - San Francisco,Shigella,125,99
2023,2,4,Region 9 - San Francisco,Shigella,105,103.5
2023,2,5,Region 9 - San Francisco,Shigella,139,96.5
2023,2,6,Region 9 - San Francisco,Shigella,93,81
2023,3,7,Region 9 - San Francisco,Shigella,114,74
2023,3,8,Region 9 - San Francisco,Shigella,142,91.5
2023,3,9,Region 9 - San Francisco,Shigella,138,99.5
2023,4,10,Region 9 - San Francisco,Shigella,140,143
2023,4,11,Region 9 - San Francisco,Shigella,206,135
2023,4,12,Region 9 - San Francisco,Shigella,193,111
2024,1,1,Region 9 - San Francisco,Shigella,273,127.5
2024,1,2,Region 9 - San Francisco,Shigella,272,102
2024,1,3,Region 9 - San Francisco,Shigella,246,126
2024,2,4,Region 9 - San Francisco,Shigella,203,114
2024,2,5,Region 9 - San Francisco,Shigella,235,138
2024,2,6,Region 9 - San Francisco,Shigella,183,111
2024,3,7,Region 9 - San Francisco,Shigella,194,100
2024,3,8,Region 9 - San Francisco,Shigella,195,122.5
2024,3,9,Region 9 - San Francisco,Shigella,182,125
2024,4,10,Region 9 - San Francisco,Shigella,145,149.5
2024,4,11,Region 9 - San Francisco,Shigella,78,165
2024,4,12,Region 9 - San Francisco,Shigella,37,134.5
2023,1,1,Region 9 - San Francisco,Vibrio,1,2
2023,1,2,Region 9 - San Francisco,Vibrio,1,0
2023,1,3,Region 9 - San Francisco,Vibrio,1,0
2023,2,4,Region 9 - San Francisco,Vibrio,0,0
2023,2,5,Region 9 - San Francisco,Vibrio,1,2
2023,2,6,Region 9 - San Francisco,Vibrio,5,1.5
2023,3,7,Region 9 - San Francisco,Vibrio,9,5.5
2023,3,8,Region 9 - San Francisco,Vibrio,7,12
2023,3,9,Region 9 - San Francisco,Vibrio,6,6
2023,4,10,Region 9 - San Francisco,Vibrio,1,5
2023,4,11,Region 9 - San Francisco,Vibrio,0,3
2023,4,12,Region 9 - San Francisco,Vibrio,0,2
2024,1,1,Region 9 - San Francisco,Vibrio,3,2
2024,1,2,Region 9 - San Francisco,Vibrio,5,1.5
2024,1,3,Region 9 - San Francisco,Vibrio,2,1
2024,2,4,Region 9 - San Francisco,Vibrio,0,0.5
2024,2,5,Region 9 - San Francisco,Vibrio,1,1.5
2024,2,6,Region 9 - San Francisco,Vibrio,3,3
2024,3,7,Region 9 - San Francisco,Vibrio,11,6
2024,3,8,Region 9 - San Francisco,Vibrio,11,8.5
2024,3,9,Region 9 - San Francisco,Vibrio,5,5.5
2024,4,10,Region 9 - San Francisco,Vibrio,4,4.5
2024,4,11,Region 9 - San Francisco,Vibrio,0,0
2024,4,12,Region 9 - San Francisco,Vibrio,0,0
